ID,DensT,FritC,StifF,RollR,Total_Acum_Mass_Ini [kg],Total_Acum_Mass_Out [kg],AVG_W_IN [kg/s],SD_W_IN [kg/s],AVG_TOT_IN [kg/s],AVG_W_OUT [kg/s],SD_W_OUT [kg/s],AVG_TOT_OUT [kg/s],Slider_Left_MAX_AVG [kN],Slider_Left_MAX_SD [kN],Slider_Left_MIN_AVG [kN],Slider_Left_MIN_SD [kN],Slider_Right_MAX_AVG [kN],Slider_Right_MAX_SD [kN],Slider_Right_MIN_AVG [kN],Slider_Right_MIN_SD [kN],Slider_Total_MAX_AVG [kN],Slider_Total_MAX_SD [kN],Slider_Total_MIN_AVG [kN],Slider_Total_MIN_SD [kN],WoT_AVG [kJ],WoT_SD [kJ]
137.0,700.0,0.6,0.25,0.2,1142.0929894611988,1226.5888231305312,0.4956521081983726,0.0736504462658484,0.5191331770278177,0.3910041285295896,0.2945186465121409,0.5575403741502415,13.972209478241025,0.9516511449203172,-33.53542569742305,2.5239539861512363,18.738334214078574,0.473163421047307,-47.63559109407511,2.9975042044585,30.933669794079854,0.32183275997907,-80.97267275616738,5.1890032273188345,32.87873438144712,0.3560599713972407
138.0,700.0,0.7,0.25,0.2,2346.0394814869624,1536.5522834232816,1.3054302831713709,0.4136330465282001,1.066381582494074,0.7280122000153213,0.2589063209319784,0.6984328561014916,16.350090825584097,2.2641093879761303,-39.028058071283326,3.786407800396686,17.14721130204287,2.875530464287002,-39.20721870050517,9.146834493238,31.665364584254423,3.803195455917928,-76.95829094227757,12.790219722006205,36.17136446253059,2.0224005062403623
139.0,700.0,0.1,0.3,0.2,7373.794873751412,1738.0601755605344,3.1823292565842123,0.7069451911249272,3.351724942614278,0.7780317247809239,0.286030558221776,0.7900273525275157,13.01503851029499,1.2929652548614,-34.23727982859642,8.389325219994113,13.846405668389624,1.4306189520034995,-30.70633107148371,6.204193631387684,25.933063123488267,2.641585833482014,-61.67995168626936,14.42889595090957,45.82978624882831,5.183057700871998
140.0,700.0,0.2,0.3,0.2,5490.355867117794,1348.4894316335497,2.7833209265382144,0.4358677368670604,2.495616303235361,0.5341782837705182,0.3189546637098059,0.6129497416516135,14.438714198507084,1.2079795529757225,-38.0733962530225,4.883338876931923,15.83498482497937,2.914726494791417,-36.63182713663683,4.583683258336667,29.853601317029444,3.2985498541701057,-72.09333435999267,7.909198644412279,50.36650495963964,6.957103634558023
141.0,700.0,0.3,0.3,0.2,2273.7982244781806,1157.352019812443,1.1644093376802722,0.4097085345669006,1.033544647490082,0.4642084043512549,0.2289049795987939,0.5260690999147468,15.324505507029668,1.4594791836387253,-29.77445803563358,2.215113781953203,18.47258466783672,0.5344004368542463,-36.44635488153944,5.208340278473133,32.33583770452084,1.8506150710429512,-65.48957055556023,6.802871725894533,35.44728026415576,1.3550758687287474
142.0,700.0,0.4,0.3,0.2,926.5163051703096,1228.656541277425,0.3786972977533952,0.075029257481699,0.4211437750774134,0.533017405319483,0.3647680206285882,0.5584802460351932,14.475672479591733,0.4028433832038509,-39.21465310430485,1.4978125499002728,18.12489212887713,0.81882334264901,-54.52501317743151,0.9583709564788778,32.232828017885545,0.5381276512854795,-93.64257509149992,1.8422852980031064,34.851788335532895,0.2663367665273961
143.0,700.0,0.5,0.3,0.2,1020.4194141886314,1269.7577021385034,0.434591066115537,0.0487782625348047,0.4638270064493779,0.5158586786565694,0.4395642166391735,0.5771625918811379,15.351006174489266,0.2069606787330264,-45.29959283370296,2.6757469939635627,18.03682116151964,0.8717275996787487,-53.48281397120156,0.8048727278897458,32.38764093603661,0.8595353171616347,-98.547783483694,2.6258295555237514,35.26483365532001,0.6981494764136636
144.0,700.0,0.6,0.3,0.2,1059.0648632388543,1453.189534625533,0.427992447924251,0.0749009027584572,0.4813931196540246,0.6298673093146301,0.3805184123209451,0.6605406975570605,15.419441569619291,0.8112745699992907,-42.914404961524816,1.4943064031809965,19.263780407484887,0.8337592496990904,-54.6207288251696,3.9396299426928585,33.963918254970785,1.4669217771286256,-97.37751710438113,5.200323084964175,36.94851501766103,1.1286835631311276
145.0,700.0,0.7,0.3,0.2,1105.9125722098818,1143.5433712316303,0.4942636247375409,0.0978925938116325,0.5026875328226735,0.4559944543388504,0.3769899572966436,0.5197924414689229,15.568826860900208,0.5649827194354946,-40.22153776795318,4.497380809778547,20.662510924065558,2.286879845345071,-53.68272850445019,2.869601491859347,34.646479370669475,1.8234658865281188,-93.88364454489636,7.121407546945906,37.15932310716712,0.6790815071022275
146.0,700.0,0.1,0.35,0.2,6444.26121153359,1412.423438461528,2.810646848236962,0.8149980355662017,2.9292096416061773,0.583959534747567,0.2944094543418629,0.6420106538461491,14.029253649380546,2.210620159092066,-32.349792192628215,3.23223757472166,15.430861911792851,1.6394856854862725,-32.231633253435945,2.0930147845301894,27.98992696709387,1.9643461081632407,-63.592000040652174,3.570625851538347,45.699595041619794,3.815061701285293
